Eman Mohammed	not found
Emilie Wapnick	not found
Emily Balcetis	Emily E. Balcetis is an American social psychologist and Associate Professor of Psychology at New York University.  Her research focuses on people's perception of world and how their motivations, goals, and emotions influence it, especially with regards to visual perception.
Emily Levine	Emily Levine (October 20, 1944 – February 3, 2019) was an American humorist, writer, actress and public speaker who lectured on science and the human condition. Levine has been recognized as a philosopher comic.
Emily Oster	Emily Fair Oster (born February 14, 1980) is an American economist and bestselling author. She is currently the JJE Goldman Sachs University Professor of Economics and International and Public Affairs at Brown University, where she has taught since 2015.
Emily Parsons Lord	Hysteria is a 2011 British period biographical romantic comedy film directed by Tanya Wexler. It stars Hugh Dancy and Maggie Gyllenhaal, with Felicity Jones, Jonathan Pryce, and Rupert Everett appearing in key supporting roles.
Emma Marris	Emma Marris (born January 15, 1979) is an American non-fiction writer whose works focus on modern environmentalism. She grew up in Seattle, Washington, and attended Roosevelt High School, where she worked on the school newspaper.
Emma Teeling	Emma Caroline Teeling  is an Irish zoologist, geneticist and genomicist, who specialises in the phylogenetics and genomics of bats.  Her work includes understanding of the bat genome and study of how insights from other mammals such as bats might contribute to better understanding and management of ageing and a number of conditions, including deafness and blindness, in humans.
Emmanuel Jal	Emmanuel Jal (born Jal Jok 1 January 1980) is a South Sudanese-Canadian artist, actor, former child soldier, and political activist.  His autobiography, War Child: A Child Soldier's Story, was published in 2009.
Emtithal Mahmoud	Emtithal "Emi" Mahmoud (Arabic: إمتثال "إيمي" محمود; born 1992 or 1993 in Darfur, Sudan) is a Sudanese-American poet and activist, who won the 2015 Individual World Poetry Slam championship. In 2018, she became UNHCR Goodwill Ambassador, and in this capacity, has traveled to refugee camps in Kenya, Greece and Jordan, drawing wider attention to the situation of refugees.
Enric Sala	Enric Sala (born November 26, 1968, Girona) is a former university professor who saw himself writing the obituary of ocean life, and quit academia to become a full-time conservationist as a National Geographic Explorer-in-Residence. Sala’s present goals are to help protect critical marine ecosystems worldwide, and to develop new business models for marine conservation.
Enrique Penelosa	not found
Erez Lieberman Aiden	Erez Lieberman Aiden (born 1980, né Erez Lieberman) is an American research scientist active in multiple fields related to applied mathematics. He is an assistant professor at the Baylor College of Medicine, and formerly a fellow at the Harvard Society of Fellows and visiting faculty member at Google.
Eric Berlow	Eric L. Berlow is an American ecologist and data scientist. He co-founded Vibrant Data Inc., a data interface company, which was acquired by Rakuten Inc.
Eric Dishman	not found
Eric Giler	not found
Eric Haseltine	Eric Haseltine is chairman of the Board of the US Technology Leadership Council (USTLC). He is a technologist who has worked in senior-executive positions in both industry and the United States intelligence community.
Eric Liu	Eric P. Liu (born 1968) is an American writer, former civil servant, and founder of Citizen University, a non-profit organization promoting civics education and awareness. Liu served as Deputy Assistant to President Clinton for Domestic Policy at the White House between 1999 and 2000.
Eric Sanderson	Eric W. Sanderson is a landscape ecologist for the Wildlife Conservation Society at the Bronx Zoo, director of the Mannahatta Project and the author of Mannahatta: A Natural History of New York City. In 2013 Sanderson's book Terra Nova: The New World After Oil, Cars, and Suburbs was published.Sanderson earned his B.A.S. and Ph.D. in ecology from the University of California, Davis.
Eric Topol	Eric Jeffrey Topol (born 26 June 1954) is an American cardiologist, scientist, and author. He is the founder and director of the Scripps Research Translational Institute, a professor of Molecular Medicine at The Scripps Research Institute, and a senior consultant at the Division of Cardiovascular Diseases at Scripps Clinic in La Jolla, California.
Eric Whitacre	Eric Edward Whitacre (born January 2, 1970) is an American composer, conductor, and speaker best known for his choral music. In March 2016, he was appointed as Los Angeles Master Chorale's first artist-in-residence at the Walt Disney Concert Hall.
Eric X Li	Eric Xun Li (born Li Shimo in 1968) is a Chinese venture capitalist and political scientist. He founded the Chinese nationalist news site Guancha.cn (Chinese: 观察者网), and is a board of directors member at the China Europe International Business School, as well as a trustee of the China Institute at Fudan University.
Erica Frenkel	Douglas Norman Frenkel   is the Morris Shuster Practice Professor of Law at the University of Pennsylvania Law School.


== Education and personal life ==
Frenkel graduated from the University of Pennsylvania with a B.S. in Economics in 1968, and from the University of Pennsylvania Law School with a J.D. in 1972.
Erik Brynjolfsson	Erik Brynjolfsson (born 1962) is an American academic, author and inventor. He is the Jerry Yang and Akiko Yamazaki Professor and a Senior Fellow at Stanford University where he directs the Digital Economy Lab at the Stanford Institute for Human-Centered AI, with appointments at SIEPR, the Stanford Department of Economics and the Stanford Graduate School of Business.
Erik Hersman	not found
Erik Johansson	Erik Johansson (born April 1985) is a Swedish-born artist based in Prague who creates surreal images by combining photographic elements and other materials into surreal scenes. He combines images to create what looks like a real photograph, but creates logical inconsistencies to impart an effect of surrealism.
Erik Schlangen	not found
Erika Gregory	Erica Abi Wright (born February 26, 1971), known professionally as Erykah Badu (), is an American singer-songwriter, record producer and actress. Influenced by R&B, 1970s soul, and 1980s hip hop, Badu became associated with the neo soul subgenre in the 1990s and 2000s along with artists such as D'Angelo and Maxwell.
Erin Mc Kean	Erin McKean (born 1971) is an American lexicographer.


== Early life and education ==
McKean was born in Charlotte, North Carolina.
Ernest Madu	Ernest Chijioke Madu (born February 18, 1960) is a nuclear cardiologist whose work focuses on providing affordable public healthcare in low-resource nations. He is the founder, chairman, and CEO of the Heart Institute of the Caribbean, which runs two clinics in Jamaica and one in the Cayman Islands.
Ernesto Sirolli	Ernesto Sirolli (born September 22, 1950) is an Italian author and public speaker with expertise in the field of local economic development. He is the author of two books, Ripples from the Zambezi (1995 and 1999) and How to Start a Business and Ignite your Life (2012).
Esta Soler	Esta Soler (born June 26, 1947 in Bridgeport, Connecticut, US) is an American activist who founded the social justice organization Futures Without Violence, and serves as president of FUTURES.


== Early life ==
Soler was born in Bridgeport in 1947.  She graduated from Simmons College with a Bachelor of Arts degree in 1968, then obtained  her master's degree in Social Work from the University of Connecticut.
Esther Duflo	Esther Duflo, FBA (French: [dyflo]; born 25 October 1972) is a French–American economist who is a professor of Poverty Alleviation and Development Economics at the Massachusetts Institute of Technology (MIT). She is the co-founder and co-director of the Abdul Latif Jameel Poverty Action Lab (J-PAL), which was established in 2003.
Esther Perel	not found
Ethan Nadelmann	Ethan A. Nadelmann (born March 13, 1957) is the founder of the Drug Policy Alliance, a New York City-based non-profit organization working to end the War on Drugs. He is a supporter of the legalization of marijuana in America.
Ethan Zuckerman	Ethan Zuckerman (born 1973) is an American media scholar, blogger, and Internet activist. He was the director of the MIT Center for Civic Media, and Associate Professor of the Practice in Media Arts and Sciences at MIT until May 2020, and the author of the 2013 book Rewire: Digital Cosmopolitans in the Age of Connection, which won the Zócalo Book Prize.
Euvin Naidoo	In 2011 Euvin Naidoo was selected by Forbes onto their Top 10 most Powerful and Influential Men under Forty in Africa list. He is currently a banking executive in Johannesburg, South Africa.
Eva Zeisel	Eva Striker Zeisel (born Éva Amália Striker, November 13, 1906 – December 30, 2011) was a Hungarian-born American industrial designer known for her work with ceramics, primarily from the period after she immigrated to the United States. Her forms are often abstractions of the natural world and human relationships.
Evan Grant	not found
Evan Williams	not found
Eve Ensler	Formerly Eve Ensler (; born May 25, 1953), now known mononymously as V, is an American playwright, performer, feminist, and activist. V is best known for her play The Vagina Monologues.
Evelyn Glennie	not found
Evgeny Morozov	Evgeny Morozov (Russian: Eвге́ний Моро́зов; Belarusian: Яўгені Марозаў; born in 1984) is an American writer, researcher, and intellectual from Belarus who studies political and social implications of technology. He was named one of the 28 most influential Europeans by Politico in 2018.
Eythor Bender	The 2022 World's Strongest Man was the 45th edition of the World's Strongest Man competition, an event that took place in Sacramento, California from May 24 to May 29, 2022. The contest was won by Tom Stoltman with this being his second consecutive title.
Fabian Hemmert	not found
Fabian Oefner	Fabian Oefner (born 1984, Switzerland) creates colorful art by harnessing scientific properties in an effort to bring to attention the beauty of the natural world and how it works. His works have been displayed in various countries around the globe.
Fabien Cousteau	Fabien Cousteau (born 2 October 1967) is an aquanaut, ocean conservationist, and documentary filmmaker. As the first grandson of Jacques Cousteau, Fabien spent his early years aboard his grandfather's ships Calypso and Alcyone, and learned how to scuba dive on his fourth birthday.
Fahad Al Attiya	Sheikh Tamim bin Hamad Al Thani (Arabic: تميم بن حمد بن خليفة آل ثاني; born 3 June 1980) is the Emir of Qatar. He is the fourth son of the previous Emir, Hamad bin Khalifa.
Faith Jegede	Agoraphobia is a mental and behavioral disorder, specifically an anxiety disorder characterized by symptoms of anxiety in situations where the person perceives their environment to be unsafe with no easy way to escape. These situations can include open spaces, public transit, shopping centers, or simply being outside their home.
Fawn Qiu	Michael Richard Pence (born June 7, 1959) is an American politician, broadcaster, and lawyer who served as the 48th vice president of the United States from 2017 to 2021 under President Donald Trump. A member of the Republican Party, he previously served as the 50th governor of Indiana from 2013 to 2017.
Fei Fei Li	Fei-Fei Li (simplified Chinese: 李飞飞; traditional Chinese: 李飛飛; born 1976) is an American computer scientist. She is the Sequoia Capital Professor of Computer Science at Stanford University.
Feisal Abdul Rauf	Feisal Abdul Rauf (Arabic: فيصل عبد الرؤوف, born October 23, 1948) is a Kuwaiti-born Egyptian-American Sufi imam, author, and activist whose stated goal is to improve relations between the Muslim world and the West. From 1983 to 2009, he served as Imam of Masjid al-Farah, a mosque in New York City.
Felix Dennis	Felix Dennis (27 May 1947 – 22 June 2014) was an English publisher, poet, spoken-word performer and philanthropist. His company, Dennis Publishing, pioneered computer and hobbyist magazine publishing in the United Kingdom.
Fields Wicker Miurin	not found
Fio Omenetto	not found
Frances Larson	not found
Francesco Sauro	not found
Francis Collins	Francis Sellers Collins  (born April 14, 1950) is an American physician-geneticist who discovered the genes associated with a number of diseases and led the Human Genome Project. He is the former director of the National Institutes of Health (NIH) in Bethesda, Maryland, from 17 August 2009 to 19 December 2021, serving under three presidents, and for over thirteen years.Before being appointed director of the NIH, Collins led the Human Genome Project and other genomics research initiatives as director of the National Human Genome Research Institute (NHGRI), one of the 27 institutes and centers at NIH. Before joining NHGRI, he earned a reputation as a gene hunter at the University of Michigan.
Francisdelos Reyes	not found
Franco Sacchi	Franco Sacchi is an Italian filmmaker and editor. He is most notable as the director of critically acclaimed films This Is Nollywood, American Eunuchs and Waiting for Armageddon.
Frank Gehry	not found
Frank Warren	ambiguous
Frans De Waal	not found
Frans Lanting	Frans Lanting (born 13 July 1951) is a Dutch National Geographic photographer, author and speaker.


== Life ==
Lanting was born in Rotterdam in Netherlands.
Franz Freudenthal	Franz P. Freudenthal is a Bolivian physician who is known for several medical inventions, including a device that can cure heart ailments in children.


== Career ==
Franz P. Freudenthal was born in La Paz, Bolivia to German immigrant parents.
Fred Jansen	The 'Pink Pearl' apple is a pink-fleshed apple cultivar developed in 1944 by Albert Etter, a northern California breeder.  It is a seedling of 'Surprise', another pink-fleshed apple that is believed to be a descendant of Malus niedzwetskyana.
Fred Swaniker	Fred Swaniker (born 1976) is a Ghanaian serial entrepreneur and leadership development expert on a mission to help the world's most extraordinary talent fulfil its potential. Swaniker recognized the importance of leadership and education while serving as the headmaster of a secondary school founded by his mother at the tender age of 17, and believed that the missing ingredient needed to transform Africa was good leadership.
Frederic Kaplan	not found
Frederick Balagadde	Matugga–Kapeeka Road is a road in central Uganda, connecting the towns of Matugga in Wakiso District and Kapeeka in Nakaseke District.


== Location ==
The road goes through Gombe in Wakiso District and Kirolo and Semuto in Nakaseke District, a distance of approximately 42 kilometres (26 mi).
Fredy Peccerelli	Fredy Peccerelli (born 1971), a forensic anthropologist, is the director and one of the founding members of the Guatemalan Forensic Anthropology Foundation in Guatemala City, a nongovernmental organization that exhumes mass graves of victims of Guatemala's civil war. Peccerelli, along with members of his immediate family, has been the subject of repeated death threats as a result of his work.In 1999, he was chosen by CNN and Time magazine as one of the "50 Latin American Leaders for the New Millennium".In addition to his ongoing work in Guatemala, Peccerelli has conducted exhumations of mass graves in post-war Bosnia and Herzegovina.
Freeman Dyson	not found
Freeman Hrabowski	Freeman Alphonsa Hrabowski III (born August 13, 1950) is an American educator, advocate, and mathematician. In May 1992, he began his term as president of the University of Maryland, Baltimore County (UMBC), one of the twelve public universities composing the University System of Maryland.
Gabby Giffords	Gabrielle Dee Giffords (born June 8, 1970) is an American retired politician and gun control advocate who served as a member of the United States House of Representatives representing Arizona's 8th congressional district from January 2007 until January 2012, when she resigned due to a severe brain injury suffered during an assassination attempt. A member of the Democratic Party, she was the third woman in Arizona's history to be elected to the U.S. Congress.
Gabe Barcia Colombo	Gabriel Barcia-Colombo is an American video artist, best known for creating living video installation pieces of "miniature people" encased inside ordinary objects such as suitcases and blenders.


== Early life and career ==
Gabriel graduated from the USC School of Cinema-Television and is currently a Professor of Media Arts at Tisch School of the Arts.
Gabriel Barcia Colombo	Gabriel Barcia-Colombo is an American video artist, best known for creating living video installation pieces of "miniature people" encased inside ordinary objects such as suitcases and blenders.


== Early life and career ==
Gabriel graduated from the USC School of Cinema-Television and is currently a Professor of Media Arts at Tisch School of the Arts.
Gail Reed	Gail A. Reed-Barnett (born May 28, 1955) is a career school counselor and former Brooklyn elected official.


== Early life and education ==
Reed-Barnett was born in the Bedford-Stuyvesant neighborhood of Brooklyn, New York, to parents William and Lillian Reed.
Garik Israelian	Garik Israelian (Armenian: Գարիկ Իսրայելյան, born 1963) is an Armenian-Spanish astrophysicist and scientist. Founder of Starmus Festival.
Garrett Lisi	Antony Garrett Lisi (born January 24, 1968), known as Garrett Lisi, is an American theoretical physicist. Lisi works as an independent researcher without an academic position.
Garry Kasparov	Garry Kimovich Kasparov (Russian: Гарри Кимович Каспаров, Russian pronunciation: [ˈɡarʲɪ ˈkʲiməvʲɪtɕ kɐˈsparəf], born Garik Kimovich Weinstein, Гарик Кимович Вайнштейн; 13 April 1963) is a Russian chess grandmaster, former World Chess Champion, writer, political activist and commentator. His peak rating of 2851, achieved in 1999, was the highest recorded until being surpassed by Magnus Carlsen in 2013.
Garth Lenz	Wildlife Photographer of the Year is an annual international wildlife photography competition staged by the Natural History Museum in London, England. There is an exhibition of the winning and commended images each year at the museum, which later tours around the world.
Gary Greenberg	Gary Greenberg is an American author and comedian. He is known for writing comedic material for Comedy Central.
Gary Haugen	Gary Alan Haugen (born April 16, 1963) is an American attorney who is the Founder, CEO, and former President of International Justice Mission, a global organization that protects the poor from violence throughout the developing world.  International Justice Mission partners with local authorities to rescue victims of violence, bring criminals to justice, restore survivors, and strengthen justice systems.
Gary Kovacs	Gary Kovacs (born 1963 or 1964) is a San Francisco Bay Area technologist. He was the chief executive officer of AVG Technologies.
Gary Lauder	Evelyn Lauder (née Hausner; August 12, 1936 – November 12, 2011) was an Austrian American businesswoman, socialite and philanthropist who has been credited as one of the creators and popularizers of the pink ribbon as a symbol for awareness of breast cancer.


== Early life ==
She was born Evelyn Hausner in 1936 in Vienna, Austria, to a Jewish family.
Gary Slutkin	Cure Violence is a Violence interruption program for anti-violence. It aims to stop the spread of violence in communities by using the methods and strategies associated with public health and disease control: detecting and interrupting conflicts, identifying and treating the highest risk individuals, and changing social norms.
Gary Wolf	ambiguous
Gavin Pretor Pinney	Gavin Edmund Pretor-Pinney is a British author, known for his books The Cloudspotter's Guide and The Wavewatcher's Companion.


== Early life and education ==
Pretor-Pinney is son of Anthony Robert Edmund Pretor-Pinney and Laura Uppercu, daughter of George Winthrop Haight, of Manhattan, observer for the American Bar Association and a specialist in international law.
Gavin Schmidt	Gavin A. Schmidt is a climatologist, climate modeler and Director of the NASA Goddard Institute for Space Studies (GISS) in New York, and co-founder of the award-winning climate science blog RealClimate.


== Work ==
He was educated at The Corsham School, earned a BA (Hons) in mathematics at Jesus College, Oxford, and a PhD in applied mathematics at University College London.
Gayle Lemmon	Gayle Tzemach Lemmon (born 7 September 1973) is an author who has written on the role of women and girls in foreign policy. She has held private sector roles in emerging technology for national security as well as financial services.
Gayle Tzemach Lemmon	Gayle Tzemach Lemmon (born 7 September 1973) is an author who has written on the role of women and girls in foreign policy. She has held private sector roles in emerging technology for national security as well as financial services.
Ge Wang	Ge Wang (born November 2, 1977) is a Chinese American professor, musician, computer scientist, designer, and author, known for inventing the ChucK audio programming language 
and for being the co-founder, chief technology officer (CTO), and chief creative officer (CCO) of Smule, a company making iPhone and iPad music apps. He also helped create the Princeton Laptop Orchestra and later founded its Stanford counterpart Stanford Laptop Orchestra, as well as the Stanford Mobile Phone Orchestra.
Geena Rocero	Geena Rocero (born 1983) is a Filipino-born American model, TED speaker, and transgender advocate based in New York City. Rocero is the founder of Gender Proud, a media production company that tells stories of the transgender community worldwide to elevate justice and equality.
Geert Chatrou	Geert Chatrou is a professional whistler from the Netherlands.


== Early life ==
Chatrou was born in Sint Odiliënberg in 1969.
Genevievevon Petzinger	not found
Geoff Mulgan	not found
Geoffrey Canada	Geoffrey Canada (born January 13, 1952) is an American educator, social activist and author. Since 1990, Canada has been president of the Harlem Children's Zone in Harlem, New York, an organization that states its goal is to increase high school and college graduation rates among students in Harlem.
George Ayittey	George B. N. Ayittey (13 October 1945 – 28 January 2022) was a Ghanaian economist, author and president of the Free Africa Foundation in Washington DC. He was a professor at American University, and an associate scholar at the Foreign Policy Research Institute.He championed the argument that "Africa is poor because she is not free", that the primary cause of African poverty is less a result of the oppression and mismanagement by colonial powers, but rather a result of modern oppressive native autocrats and socialist central planning policies. He also went beyond criticism of the status quo to advocate for specific ways to address the abuses of the past and present; specifically he called for democratic government, debt reexamination, modernized infrastructure, free market economics, and free trade to promote development.
George Dyson	ambiguous
George Monbiot	George Joshua Richard Monbiot ( MON-bee-oh; born 27 January 1963) is a British writer known for his environmental and political activism. He writes a weekly column for The Guardian, and is the author of a number of books, including Captive State: The Corporate Takeover of Britain (2000), Feral: Searching for Enchantment on the Frontiers of Rewilding (2013) and Out of the Wreckage: A New Politics in the Age of Crisis (2017).He is the founder of The Land is Ours, a campaign for the right of access to the countryside and its resources in the United Kingdom.
George Smoot	George Fitzgerald Smoot III (born February 20, 1945) is an American astrophysicist, cosmologist, Nobel laureate, and the 2nd contestant to win the $1 million prize on Are You Smarter than a 5th Grader?. He won the Nobel Prize in Physics in 2006 for his work on the Cosmic Background Explorer with John C. Mather that led to the "discovery of the black body form and anisotropy of the cosmic microwave background radiation".
George Takei	not found
George Tulevski	not found
George Whitesides	George McClelland Whitesides (born August 3, 1939) is an American chemist and professor of chemistry at Harvard University. He is best known for his work in the areas of nuclear magnetic resonance spectroscopy, organometallic chemistry, molecular self-assembly, soft lithography, microfabrication, microfluidics, and nanotechnology.
Georgette Mulheir	Georgette Mulheir was the chief executive of Lumos, an international non-governmental organisation, founded in 2005 by J. K. Rowling to end the institutionalisation of orphaned children throughout the world, from 2011-2019. Her model of deinstitutionalisation, pioneered since 1993, has been followed in many countries across Eastern and central Europe.
Geraldine Hamilton	Geraldine James, OBE (born 6 July 1950) is an English film and television actress.


== Biography ==


=== Early life and family ===
James was born in Maidenhead, Berkshire, to a cardiologist father.
Gerard Ryle	Gerard Ryle (born 1965) is an Irish-Australian investigative reporter who has written on subjects including politics, financial and medical scandals, and police corruption. From 2011, he has been director of the International Consortium of Investigative Journalists, which has published research on international tax evasion and money laundering, citing the leaked Panama Papers, Paradise Papers and Pandora Papers.
Gero Miesenboeck	Gero Andreas Miesenböck  (born July 15, 1965) is Waynflete Professor of Physiology and Director of the Centre for Neural Circuits and Behaviour (CNCB) at the University of Oxford and a fellow of Magdalen College, Oxford.


== Education and early life ==
A native of Austria, Miesenböck was educated at the University of Innsbruck and Umeå University in Sweden.
Gever Tulley	Gever Tulley is an American writer, speaker, educator, entrepreneur, and computer scientist. He is the founder of the Brightworks School, Tinkering School, the non-profit Institute for Applied Tinkering, and educational kit maker Tinkering Labs.
Gian Giudice	Gian Francesco Giudice (born January 25, 1961) is an Italian theoretical physicist working at CERN in particle physics and cosmology.


== Academic career ==
After graduating in physics from the University of Padua in 1984, Giudice obtained in 1988 his PhD in theoretical physics from the International School for Advanced Studies in Trieste.
Gill Hicks	Gillian Claire Hicks, , is the founder of the London-based not-for-profit M.A.D for Peace. She is a motivational speaker, author, curator, and trustee for several cultural organisations.
Giorgia Lupi	Giorgia Lupi is an Italian information designer, a partner at design firm Pentagram, and co-founder of research and design firm Accurat. She is a co-author of Dear Data, a collection of hand drawn data visualizations, along with information designer Stefanie Posavec.
Glenn Greenwald	not found
Golan Levin	Golan Levin (born 1972) is an American new media artist, composer, performer and engineer interested in developing artifacts and events which explore supple new modes of reactive expression.


== Biography ==
Levin received a self-designed Bachelor's degree in Art and Design at the Massachusetts Institute of Technology in 1994, and a Master's degree in Media Arts and Sciences from the MIT Media Lab in 2000, as a student in John Maeda's Aesthetics and Computation Group (ACG).
Gordon Brown	James Gordon Brown  (born 20 February 1951) is a British politician who served as Prime Minister of the United Kingdom and Leader of the Labour Party from 2007 to 2010. He served as Chancellor of the Exchequer in the Blair government from 1997 to 2007.
Grady Booch	Grady Booch (born February 27, 1955) is an American software engineer, best known for developing the Unified Modeling Language (UML) with Ivar Jacobson and James Rumbaugh. He is recognized internationally for his innovative work in software architecture, software engineering, and collaborative development environments.
Graham Hawkes	Graham Hawkes (born 23 December 1947) is a London-born marine engineer and submarine designer. Through the 1980s and 1990s, Hawkes designed 70% of the manned submersibles produced in those two decades.
Graham Hill	Norman Graham Hill  (15 February 1929 – 29 November 1975) was a British racing driver and team owner, who was the Formula One World Champion twice, winning in 1962 and 1968 as well as being runner up on three occasions (1963, 1964 and 1965). Despite not passing his driving test until 1953 when he was already 24 years of age, and only entering the world of motorsports a year later, Hill would go on to become one of the greatest drivers of his generation.
Greg Asner	Gregory P. Asner is an American ecologist whose global work has focused on ecosystems, conservation, and climate sciences. He has developed technology to access and analyze large amounts of data about ecosystems, including assessing carbon emissions, coral reef resilience, and biodiversity.
Greg Gage	not found
Greg Stone	Gregory "Greg" Jonathon Stone (born 23 June 1961 in Perth, Western Australia) is an Australian actor who has appeared in films, television and on stage.


== Early life ==
Stone was born in Perth, Western Australia to parents Roy and Jennifer Stone and grew up in Fremantle with his two siblings.
Gregoire Courtine	Grégoire Courtine (born (1975-01-09)January 9, 1975 in Dijon, France) is a French neuroscientist and a professor at the École Polytechnique Fédérale de Lausanne (EPFL), where he is the co-director of the Defitech center for interventional neurotherapies (.NeuroRestore). His research focuses on the field of neurotechnology, with the aim to restore locomotor functions in patients with central nervous system disorders such as spinal cord injuries.
Gregory Heyworth	William Shakespeare's handwriting is known from six surviving signatures, all of which appear on legal documents. It is believed by many scholars that the three pages of the handwritten manuscript of the play Sir Thomas More are also in William Shakespeare's handwriting.
Gregory Petsko	Gregory A. Petsko (born August 7, 1948) is an American biochemist and member of the National Academy of Sciences, the National Academy of Medicine,  the American Academy of Arts and Sciences, and the American Philosophical Society. He is currently Professor of Neurology at the Ann Romney Center for Neurologic Diseases at Harvard Medical School and Brigham and Women's Hospital.
Gregory Stock	Gregory Stock is a biophysicist, best-selling author, biotech entrepreneur, and the former director of the Program on Medicine, Technology and Society at UCLA’s School of Medicine. His interests lie in the scientific and evolutionary as well as ethical, social and political implications of today's revolutions in the life sciences and in information technology and computers.
Gretchen Carlsonand David Brooks	not found
Guy Hoffman	Guy Hoffman (born May 20, 1954 in Milwaukee, Wisconsin) is a drummer and vocalist, formerly of such bands as Oil Tasters, BoDeans, Violent Femmes and Absinthe. He is a composer for such films as Field Day and a founding member of Radio Romeo.
Guy Winch	not found
Hadyn Parry	not found
Haleyvan Dyck	not found
Halla Tomasdottir	Halla Tómasdóttir (born 11 October 1968) is an Icelandic business person and public speaker. She was a member of the founding team of Reykjavík University in 1998.
Halla	ambiguous
Hamish Jolly	The Hamish Canham Prize is awarded annually by the Poetry Society to the best poem featured in the Members' Poems competition of Poetry News. Poetry News is a quarterly newsletter with features, interviews and poetry circulated to members of the Poetry Society.
Hanna Rosin	Hanna Rosin  (born 1970) is an Israeli-born American writer. She is the editorial director for audio for New York Magazine Formerly, she was the co-host of the NPR podcast Invisibilia with Alix Spiegel.
Hannah Brencher	not found
Hannah Fry	Hannah Fry (born February 1984) is a British mathematician, author, lecturer, radio and television presenter, podcaster and public speaker. She is Professor in the Mathematics of Cities at the UCL Centre for Advanced Spatial Analysis.
Hans Rosling	Hans Rosling (Swedish pronunciation: [ˈhɑːns ˈrûːslɪŋ]; 27 July 1948 – 7 February 2017) was a Swedish physician, academic, and public speaker. He was a professor of international health at Karolinska Institute and was the co-founder and chairman of the Gapminder Foundation, which developed the Trendalyzer software system.
Harald Haas	ambiguous
Harish Manwani	Harish Manwani (born 1953) was the  global chief operating officer of Unilever. He is currently the senior operating Partner at Blackstone and a director of  Whirlpool, Qualcomm, Gilead Sciences and Tata Sons among others.
Harry Baker	ambiguous
Harry Cliff	Sir Cliff Richard  (born Harry Rodger Webb; 14 October 1940) is an English singer who holds both British and Barbadian citizenship. He has sold more than 250 million records worldwide, making him one of the best-selling music artists of all time.
Harsha Bhogle	Harsha Bhogle (born 19 July 1961) is an Indian cricket commentator and journalist. Born into a Marathi-speaking family in Hyderabad, he serves on the board of governors of IIM Udaipur.
Harvey Fineberg	Harvey Vernon Fineberg (born September 15, 1945) is an American physician. A noted researcher in the fields of health policy and medical decision making, his past research has focused on the process of policy development and implementation, assessment of medical technology, evaluation and use of vaccines, and dissemination of medical innovations.
Hasan Elahi	Hasan M. Elahi (born 1972) is a Bangladeshi-born American interdisciplinary media artist whose work has an emphasis on technology and media and their social implications. His research interests include issues of surveillance, sousveillance, simulated time, transport systems, and borders and frontiers.
Heather Barnett	Danilo Restivo (born 3 April 1972) is an Italian double murderer. Restivo is serving a life sentence with a 40-year tariff for murdering his neighbour Heather Barnett in 2002.
Heather Brooke	not found
Heather Knight	not found
Hector Garcia	Hector Luis García Mora (born 1 November 1991) is a Dominican professional boxer who has held the WBA super featherweight title since August 2022. He competed at the 2016 Summer Olympics in the men's bantamweight event, in which he was eliminated in the round of 32 by Dzmitry Asanau.
Hector Ruiz	Hector de Jesus Ruiz Cardenas (born December 25, 1945) is the chairman and CEO of Advanced Nanotechnology Solutions, Inc. and former CEO & executive chairman of semiconductor company Advanced Micro Devices, Inc.
Helder Guimaraes	Helder Guimarães (11/16/1982) is Portuguese performer, magician, and storyteller. Known for his unique approach of sleight-of-hand magic, storytelling and performance, Helder's work has been featured at the Kennedy Center, TED Talks, Talks at Google and Off-Broadway productions.
Helen Fisher	ambiguous
Hendrik Poinar	Hendrik Nicholas Poinar (born May 31, 1969 in D.C, United States) is an evolutionary biologist specializing in ancient DNA. Poinar first became known for extracting DNA sequences from ground sloth coprolites. He is currently director of the Ancient DNA Centre at McMaster University in Hamilton, Ontario.
Henry Evans	ambiguous
Henry Lin	ambiguous
Henry Markram	Henry John Markram (born 28 March 1962) is a South African-born Israeli neuroscientist, professor at the École Polytechnique Fédérale de Lausanne (EPFL) in Switzerland and director of the Blue Brain Project and founder of the Human Brain Project.


== Education ==
Henry Markram obtained his Bachelor of Science degree in physiology and the history and philosophy of science from the University of Cape Town, South Africa and his PhD in neurobiology from the Weizmann Institute of Science, Israel in 1991, under the supervision of Menahem Segal.
Heribert Watzke	not found
Hetain Patel	Hetain Patel; (born 1980) is an English visual artist specialised in performance, sculpture, video and photography. His work has been exhibited in Norway, India, Belgium and throughout the UK.


== Early life ==
Patel was born and raised in a working-class British Gujarati Asian household in Bolton, England.
Hilary Cottam	Hilary Cottam  is an innovator, author and social entrepreneur.
Cottam is the author of Radical Help: how we can remake the relationships between us and revolutionise the Welfare State.
Hillel Cooperman	In computing, a virtual folder generally denotes an organizing principle for files that is not dependent on location in a hierarchical directory tree. Instead, it consists of software that coalesces results from a data store, which may be a database or a custom index, and presents them visually in the format in which folder views are presented.
